moniker_clean,ABSTAIN,NO,NO_VOTE,NO_WITH_VETO,WEIGHTED_VOTE,YES,votingPower,validatorAddress,pca_x,pca_y,cluster
Euphoria,0.1,0.033333333,0.733333333,0,0,0.133333333,0.000388,"['crocncl1mgv55sy224en5yp4f2jh080ttm9n8eyqpdljfy', 'crocncl1mgv55sy224en5yp4f2jh080ttm9n8eyqpdljfy', 'crocncl1mgv55sy224en5yp4f2jh080ttm9n8eyqpdljfy', 'crocncl1mgv55sy224en5yp4f2jh080ttm9n8eyqpdljfy', 'crocncl1mgv55sy224en5yp4f2jh080ttm9n8eyqpdljfy', 'crocncl1mgv55sy224en5yp4f2jh080ttm9n8eyqpdljfy', 'crocncl1mgv55sy224en5yp4f2jh080ttm9n8eyqpdljfy', 'crocncl1mgv55sy224en5yp4f2jh080ttm9n8eyqpdljfy', 'crocncl1mgv55sy224en5yp4f2jh080ttm9n8eyqpdljfy', 'crocncl1mgv55sy224en5yp4f2jh080ttm9n8eyqpdljfy', 'crocncl1mgv55sy224en5yp4f2jh080ttm9n8eyqpdljfy', 'crocncl1mgv55sy224en5yp4f2jh080ttm9n8eyqpdljfy', 'crocncl1mgv55sy224en5yp4f2jh080ttm9n8eyqpdljfy', 'crocncl1mgv55sy224en5yp4f2jh080ttm9n8eyqpdljfy', 'crocncl1mgv55sy224en5yp4f2jh080ttm9n8eyqpdljfy', 'crocncl1mgv55sy224en5yp4f2jh080ttm9n8eyqpdljfy', 'crocncl1mgv55sy224en5yp4f2jh080ttm9n8eyqpdljfy', 'crocncl1mgv55sy224en5yp4f2jh080ttm9n8eyqpdljfy', 'crocncl1mgv55sy224en5yp4f2jh080ttm9n8eyqpdljfy', 'crocncl1mgv55sy224en5yp4f2jh080ttm9n8eyqpdljfy', 'crocncl1mgv55sy224en5yp4f2jh080ttm9n8eyqpdljfy', 'crocncl1mgv55sy224en5yp4f2jh080ttm9n8eyqpdljfy', 'crocncl1mgv55sy224en5yp4f2jh080ttm9n8eyqpdljfy', 'crocncl1mgv55sy224en5yp4f2jh080ttm9n8eyqpdljfy', 'crocncl1mgv55sy224en5yp4f2jh080ttm9n8eyqpdljfy', 'crocncl1mgv55sy224en5yp4f2jh080ttm9n8eyqpdljfy', 'crocncl1mgv55sy224en5yp4f2jh080ttm9n8eyqpdljfy', 'crocncl1mgv55sy224en5yp4f2jh080ttm9n8eyqpdljfy', 'crocncl1mgv55sy224en5yp4f2jh080ttm9n8eyqpdljfy', 'crocncl1mgv55sy224en5yp4f2jh080ttm9n8eyqpdljfy']",1.317882672,3.080444539,2
CRO Validator,0,0,1,0,0,0,0.000414,"['crocncl1wcg3u23xfs9v2zu8vd544543t0kuqncgkdhnqt', 'crocncl1wcg3u23xfs9v2zu8vd544543t0kuqncgkdhnqt', 'crocncl1wcg3u23xfs9v2zu8vd544543t0kuqncgkdhnqt', 'crocncl1wcg3u23xfs9v2zu8vd544543t0kuqncgkdhnqt', 'crocncl1wcg3u23xfs9v2zu8vd544543t0kuqncgkdhnqt', 'crocncl1wcg3u23xfs9v2zu8vd544543t0kuqncgkdhnqt', 'crocncl1wcg3u23xfs9v2zu8vd544543t0kuqncgkdhnqt', 'crocncl1wcg3u23xfs9v2zu8vd544543t0kuqncgkdhnqt', 'crocncl1wcg3u23xfs9v2zu8vd544543t0kuqncgkdhnqt', 'crocncl1wcg3u23xfs9v2zu8vd544543t0kuqncgkdhnqt', 'crocncl1wcg3u23xfs9v2zu8vd544543t0kuqncgkdhnqt', 'crocncl1wcg3u23xfs9v2zu8vd544543t0kuqncgkdhnqt', 'crocncl1wcg3u23xfs9v2zu8vd544543t0kuqncgkdhnqt', 'crocncl1wcg3u23xfs9v2zu8vd544543t0kuqncgkdhnqt', 'crocncl1wcg3u23xfs9v2zu8vd544543t0kuqncgkdhnqt', 'crocncl1wcg3u23xfs9v2zu8vd544543t0kuqncgkdhnqt', 'crocncl1wcg3u23xfs9v2zu8vd544543t0kuqncgkdhnqt', 'crocncl1wcg3u23xfs9v2zu8vd544543t0kuqncgkdhnqt', 'crocncl1wcg3u23xfs9v2zu8vd544543t0kuqncgkdhnqt', 'crocncl1wcg3u23xfs9v2zu8vd544543t0kuqncgkdhnqt', 'crocncl1wcg3u23xfs9v2zu8vd544543t0kuqncgkdhnqt', 'crocncl1wcg3u23xfs9v2zu8vd544543t0kuqncgkdhnqt', 'crocncl1wcg3u23xfs9v2zu8vd544543t0kuqncgkdhnqt']",-1.434095004,0.006406911,0
Ascension,0,0,0.709677419,0,0,0.290322581,0.000378,"['crocncl1gg975glvx570l66tuz93rru74tdg2cwhmwnav9', 'crocncl1gg975glvx570l66tuz93rru74tdg2cwhmwnav9', 'crocncl1gg975glvx570l66tuz93rru74tdg2cwhmwnav9', 'crocncl1gg975glvx570l66tuz93rru74tdg2cwhmwnav9', 'crocncl1gg975glvx570l66tuz93rru74tdg2cwhmwnav9', 'crocncl1gg975glvx570l66tuz93rru74tdg2cwhmwnav9', 'crocncl1gg975glvx570l66tuz93rru74tdg2cwhmwnav9', 'crocncl1gg975glvx570l66tuz93rru74tdg2cwhmwnav9', 'crocncl1gg975glvx570l66tuz93rru74tdg2cwhmwnav9', 'crocncl1gg975glvx570l66tuz93rru74tdg2cwhmwnav9', 'crocncl1gg975glvx570l66tuz93rru74tdg2cwhmwnav9', 'crocncl1gg975glvx570l66tuz93rru74tdg2cwhmwnav9', 'crocncl1gg975glvx570l66tuz93rru74tdg2cwhmwnav9', 'crocncl1gg975glvx570l66tuz93rru74tdg2cwhmwnav9', 'crocncl1gg975glvx570l66tuz93rru74tdg2cwhmwnav9', 'crocncl1gg975glvx570l66tuz93rru74tdg2cwhmwnav9', 'crocncl1gg975glvx570l66tuz93rru74tdg2cwhmwnav9', 'crocncl1gg975glvx570l66tuz93rru74tdg2cwhmwnav9', 'crocncl1gg975glvx570l66tuz93rru74tdg2cwhmwnav9', 'crocncl1gg975glvx570l66tuz93rru74tdg2cwhmwnav9', 'crocncl1gg975glvx570l66tuz93rru74tdg2cwhmwnav9', 'crocncl1gg975glvx570l66tuz93rru74tdg2cwhmwnav9', 'crocncl1gg975glvx570l66tuz93rru74tdg2cwhmwnav9', 'crocncl1gg975glvx570l66tuz93rru74tdg2cwhmwnav9', 'crocncl1gg975glvx570l66tuz93rru74tdg2cwhmwnav9', 'crocncl1gg975glvx570l66tuz93rru74tdg2cwhmwnav9', 'crocncl1gg975glvx570l66tuz93rru74tdg2cwhmwnav9', 'crocncl1gg975glvx570l66tuz93rru74tdg2cwhmwnav9', 'crocncl1gg975glvx570l66tuz93rru74tdg2cwhmwnav9', 'crocncl1gg975glvx570l66tuz93rru74tdg2cwhmwnav9', 'crocncl1gg975glvx570l66tuz93rru74tdg2cwhmwnav9']",0.483018028,-0.682034778,0
Vikings,0,0.04,0.8,0,0,0.16,0.000374,"['crocncl19zsj3eyhk678nz5z0nxgy5fsavw9dx347r9gfr', 'crocncl19zsj3eyhk678nz5z0nxgy5fsavw9dx347r9gfr', 'crocncl19zsj3eyhk678nz5z0nxgy5fsavw9dx347r9gfr', 'crocncl19zsj3eyhk678nz5z0nxgy5fsavw9dx347r9gfr', 'crocncl19zsj3eyhk678nz5z0nxgy5fsavw9dx347r9gfr', 'crocncl19zsj3eyhk678nz5z0nxgy5fsavw9dx347r9gfr', 'crocncl19zsj3eyhk678nz5z0nxgy5fsavw9dx347r9gfr', 'crocncl19zsj3eyhk678nz5z0nxgy5fsavw9dx347r9gfr', 'crocncl19zsj3eyhk678nz5z0nxgy5fsavw9dx347r9gfr', 'crocncl19zsj3eyhk678nz5z0nxgy5fsavw9dx347r9gfr', 'crocncl19zsj3eyhk678nz5z0nxgy5fsavw9dx347r9gfr', 'crocncl19zsj3eyhk678nz5z0nxgy5fsavw9dx347r9gfr', 'crocncl19zsj3eyhk678nz5z0nxgy5fsavw9dx347r9gfr', 'crocncl19zsj3eyhk678nz5z0nxgy5fsavw9dx347r9gfr', 'crocncl19zsj3eyhk678nz5z0nxgy5fsavw9dx347r9gfr', 'crocncl19zsj3eyhk678nz5z0nxgy5fsavw9dx347r9gfr', 'crocncl19zsj3eyhk678nz5z0nxgy5fsavw9dx347r9gfr', 'crocncl19zsj3eyhk678nz5z0nxgy5fsavw9dx347r9gfr', 'crocncl19zsj3eyhk678nz5z0nxgy5fsavw9dx347r9gfr', 'crocncl19zsj3eyhk678nz5z0nxgy5fsavw9dx347r9gfr', 'crocncl19zsj3eyhk678nz5z0nxgy5fsavw9dx347r9gfr', 'crocncl19zsj3eyhk678nz5z0nxgy5fsavw9dx347r9gfr', 'crocncl19zsj3eyhk678nz5z0nxgy5fsavw9dx347r9gfr', 'crocncl19zsj3eyhk678nz5z0nxgy5fsavw9dx347r9gfr', 'crocncl19zsj3eyhk678nz5z0nxgy5fsavw9dx347r9gfr']",0.388677755,-0.579592163,0
Mjolnir,0.029411765,0.088235294,0.588235294,0,0,0.294117647,0.000376,"['crocncl16h4we3e903y7xe2kxfz2zfsh6g98lzdx25zh65', 'crocncl16h4we3e903y7xe2kxfz2zfsh6g98lzdx25zh65', 'crocncl16h4we3e903y7xe2kxfz2zfsh6g98lzdx25zh65', 'crocncl16h4we3e903y7xe2kxfz2zfsh6g98lzdx25zh65', 'crocncl16h4we3e903y7xe2kxfz2zfsh6g98lzdx25zh65', 'crocncl16h4we3e903y7xe2kxfz2zfsh6g98lzdx25zh65', 'crocncl16h4we3e903y7xe2kxfz2zfsh6g98lzdx25zh65', 'crocncl16h4we3e903y7xe2kxfz2zfsh6g98lzdx25zh65', 'crocncl16h4we3e903y7xe2kxfz2zfsh6g98lzdx25zh65', 'crocncl16h4we3e903y7xe2kxfz2zfsh6g98lzdx25zh65', 'crocncl16h4we3e903y7xe2kxfz2zfsh6g98lzdx25zh65', 'crocncl16h4we3e903y7xe2kxfz2zfsh6g98lzdx25zh65', 'crocncl16h4we3e903y7xe2kxfz2zfsh6g98lzdx25zh65', 'crocncl16h4we3e903y7xe2kxfz2zfsh6g98lzdx25zh65', 'crocncl16h4we3e903y7xe2kxfz2zfsh6g98lzdx25zh65', 'crocncl16h4we3e903y7xe2kxfz2zfsh6g98lzdx25zh65', 'crocncl16h4we3e903y7xe2kxfz2zfsh6g98lzdx25zh65', 'crocncl16h4we3e903y7xe2kxfz2zfsh6g98lzdx25zh65', 'crocncl16h4we3e903y7xe2kxfz2zfsh6g98lzdx25zh65', 'crocncl16h4we3e903y7xe2kxfz2zfsh6g98lzdx25zh65', 'crocncl16h4we3e903y7xe2kxfz2zfsh6g98lzdx25zh65', 'crocncl16h4we3e903y7xe2kxfz2zfsh6g98lzdx25zh65', 'crocncl16h4we3e903y7xe2kxfz2zfsh6g98lzdx25zh65', 'crocncl16h4we3e903y7xe2kxfz2zfsh6g98lzdx25zh65', 'crocncl16h4we3e903y7xe2kxfz2zfsh6g98lzdx25zh65', 'crocncl16h4we3e903y7xe2kxfz2zfsh6g98lzdx25zh65', 'crocncl16h4we3e903y7xe2kxfz2zfsh6g98lzdx25zh65', 'crocncl16h4we3e903y7xe2kxfz2zfsh6g98lzdx25zh65', 'crocncl16h4we3e903y7xe2kxfz2zfsh6g98lzdx25zh65', 'crocncl16h4we3e903y7xe2kxfz2zfsh6g98lzdx25zh65', 'crocncl16h4we3e903y7xe2kxfz2zfsh6g98lzdx25zh65', 'crocncl16h4we3e903y7xe2kxfz2zfsh6g98lzdx25zh65', 'crocncl16h4we3e903y7xe2kxfz2zfsh6g98lzdx25zh65', 'crocncl16h4we3e903y7xe2kxfz2zfsh6g98lzdx25zh65']",2.560939762,-0.098993981,1
Defier,0,0,0.6875,0,0,0.3125,0.000385,"['crocncl1ppqdlef09w8v2wws38fdjerezawj5jt3m62s6v', 'crocncl1ppqdlef09w8v2wws38fdjerezawj5jt3m62s6v', 'crocncl1ppqdlef09w8v2wws38fdjerezawj5jt3m62s6v', 'crocncl1ppqdlef09w8v2wws38fdjerezawj5jt3m62s6v', 'crocncl1ppqdlef09w8v2wws38fdjerezawj5jt3m62s6v', 'crocncl1ppqdlef09w8v2wws38fdjerezawj5jt3m62s6v', 'crocncl1ppqdlef09w8v2wws38fdjerezawj5jt3m62s6v', 'crocncl1ppqdlef09w8v2wws38fdjerezawj5jt3m62s6v', 'crocncl1ppqdlef09w8v2wws38fdjerezawj5jt3m62s6v', 'crocncl1ppqdlef09w8v2wws38fdjerezawj5jt3m62s6v', 'crocncl1ppqdlef09w8v2wws38fdjerezawj5jt3m62s6v', 'crocncl1ppqdlef09w8v2wws38fdjerezawj5jt3m62s6v', 'crocncl1ppqdlef09w8v2wws38fdjerezawj5jt3m62s6v', 'crocncl1ppqdlef09w8v2wws38fdjerezawj5jt3m62s6v', 'crocncl1ppqdlef09w8v2wws38fdjerezawj5jt3m62s6v', 'crocncl1ppqdlef09w8v2wws38fdjerezawj5jt3m62s6v', 'crocncl1ppqdlef09w8v2wws38fdjerezawj5jt3m62s6v', 'crocncl1ppqdlef09w8v2wws38fdjerezawj5jt3m62s6v', 'crocncl1ppqdlef09w8v2wws38fdjerezawj5jt3m62s6v', 'crocncl1ppqdlef09w8v2wws38fdjerezawj5jt3m62s6v', 'crocncl1ppqdlef09w8v2wws38fdjerezawj5jt3m62s6v', 'crocncl1ppqdlef09w8v2wws38fdjerezawj5jt3m62s6v', 'crocncl1ppqdlef09w8v2wws38fdjerezawj5jt3m62s6v', 'crocncl1ppqdlef09w8v2wws38fdjerezawj5jt3m62s6v', 'crocncl1ppqdlef09w8v2wws38fdjerezawj5jt3m62s6v', 'crocncl1ppqdlef09w8v2wws38fdjerezawj5jt3m62s6v', 'crocncl1ppqdlef09w8v2wws38fdjerezawj5jt3m62s6v', 'crocncl1ppqdlef09w8v2wws38fdjerezawj5jt3m62s6v', 'crocncl1ppqdlef09w8v2wws38fdjerezawj5jt3m62s6v', 'crocncl1ppqdlef09w8v2wws38fdjerezawj5jt3m62s6v', 'crocncl1ppqdlef09w8v2wws38fdjerezawj5jt3m62s6v', 'crocncl1ppqdlef09w8v2wws38fdjerezawj5jt3m62s6v']",0.629464163,-0.734624074,0
Forza,0.033333333,0.033333333,0.633333333,0.066666667,0,0.233333333,0.000369,"['crocncl1qvhu7slzcdf3rer07y3au2xwxkwugr77xsylxv', 'crocncl1qvhu7slzcdf3rer07y3au2xwxkwugr77xsylxv', 'crocncl1qvhu7slzcdf3rer07y3au2xwxkwugr77xsylxv', 'crocncl1qvhu7slzcdf3rer07y3au2xwxkwugr77xsylxv', 'crocncl1qvhu7slzcdf3rer07y3au2xwxkwugr77xsylxv', 'crocncl1qvhu7slzcdf3rer07y3au2xwxkwugr77xsylxv', 'crocncl1qvhu7slzcdf3rer07y3au2xwxkwugr77xsylxv', 'crocncl1qvhu7slzcdf3rer07y3au2xwxkwugr77xsylxv', 'crocncl1qvhu7slzcdf3rer07y3au2xwxkwugr77xsylxv', 'crocncl1qvhu7slzcdf3rer07y3au2xwxkwugr77xsylxv', 'crocncl1qvhu7slzcdf3rer07y3au2xwxkwugr77xsylxv', 'crocncl1qvhu7slzcdf3rer07y3au2xwxkwugr77xsylxv', 'crocncl1qvhu7slzcdf3rer07y3au2xwxkwugr77xsylxv', 'crocncl1qvhu7slzcdf3rer07y3au2xwxkwugr77xsylxv', 'crocncl1qvhu7slzcdf3rer07y3au2xwxkwugr77xsylxv', 'crocncl1qvhu7slzcdf3rer07y3au2xwxkwugr77xsylxv', 'crocncl1qvhu7slzcdf3rer07y3au2xwxkwugr77xsylxv', 'crocncl1qvhu7slzcdf3rer07y3au2xwxkwugr77xsylxv', 'crocncl1qvhu7slzcdf3rer07y3au2xwxkwugr77xsylxv', 'crocncl1qvhu7slzcdf3rer07y3au2xwxkwugr77xsylxv', 'crocncl1qvhu7slzcdf3rer07y3au2xwxkwugr77xsylxv', 'crocncl1qvhu7slzcdf3rer07y3au2xwxkwugr77xsylxv', 'crocncl1qvhu7slzcdf3rer07y3au2xwxkwugr77xsylxv', 'crocncl1qvhu7slzcdf3rer07y3au2xwxkwugr77xsylxv', 'crocncl1qvhu7slzcdf3rer07y3au2xwxkwugr77xsylxv', 'crocncl1qvhu7slzcdf3rer07y3au2xwxkwugr77xsylxv', 'crocncl1qvhu7slzcdf3rer07y3au2xwxkwugr77xsylxv', 'crocncl1qvhu7slzcdf3rer07y3au2xwxkwugr77xsylxv', 'crocncl1qvhu7slzcdf3rer07y3au2xwxkwugr77xsylxv', 'crocncl1qvhu7slzcdf3rer07y3au2xwxkwugr77xsylxv']",2.038225473,0.478556461,1
Osiris,0.103448276,0.034482759,0.75862069,0,0,0.103448276,0.00034,"['crocncl1jvnpmn53wp5440e62v6ljnu5lyvf2vgaqcskce', 'crocncl1jvnpmn53wp5440e62v6ljnu5lyvf2vgaqcskce', 'crocncl1jvnpmn53wp5440e62v6ljnu5lyvf2vgaqcskce', 'crocncl1jvnpmn53wp5440e62v6ljnu5lyvf2vgaqcskce', 'crocncl1jvnpmn53wp5440e62v6ljnu5lyvf2vgaqcskce', 'crocncl1jvnpmn53wp5440e62v6ljnu5lyvf2vgaqcskce', 'crocncl1jvnpmn53wp5440e62v6ljnu5lyvf2vgaqcskce', 'crocncl1jvnpmn53wp5440e62v6ljnu5lyvf2vgaqcskce', 'crocncl1jvnpmn53wp5440e62v6ljnu5lyvf2vgaqcskce', 'crocncl1jvnpmn53wp5440e62v6ljnu5lyvf2vgaqcskce', 'crocncl1jvnpmn53wp5440e62v6ljnu5lyvf2vgaqcskce', 'crocncl1jvnpmn53wp5440e62v6ljnu5lyvf2vgaqcskce', 'crocncl1jvnpmn53wp5440e62v6ljnu5lyvf2vgaqcskce', 'crocncl1jvnpmn53wp5440e62v6ljnu5lyvf2vgaqcskce', 'crocncl1jvnpmn53wp5440e62v6ljnu5lyvf2vgaqcskce', 'crocncl1jvnpmn53wp5440e62v6ljnu5lyvf2vgaqcskce', 'crocncl1jvnpmn53wp5440e62v6ljnu5lyvf2vgaqcskce', 'crocncl1jvnpmn53wp5440e62v6ljnu5lyvf2vgaqcskce', 'crocncl1jvnpmn53wp5440e62v6ljnu5lyvf2vgaqcskce', 'crocncl1jvnpmn53wp5440e62v6ljnu5lyvf2vgaqcskce', 'crocncl1jvnpmn53wp5440e62v6ljnu5lyvf2vgaqcskce', 'crocncl1jvnpmn53wp5440e62v6ljnu5lyvf2vgaqcskce', 'crocncl1jvnpmn53wp5440e62v6ljnu5lyvf2vgaqcskce', 'crocncl1jvnpmn53wp5440e62v6ljnu5lyvf2vgaqcskce', 'crocncl1jvnpmn53wp5440e62v6ljnu5lyvf2vgaqcskce', 'crocncl1jvnpmn53wp5440e62v6ljnu5lyvf2vgaqcskce', 'crocncl1jvnpmn53wp5440e62v6ljnu5lyvf2vgaqcskce', 'crocncl1jvnpmn53wp5440e62v6ljnu5lyvf2vgaqcskce', 'crocncl1jvnpmn53wp5440e62v6ljnu5lyvf2vgaqcskce']",1.185075374,3.268214773,2
StakePool,0,0,0.851851852,0,0,0.148148148,0.000342,"['crocncl1jxrep9wsepfd09e24qmwq3gu6e85w23892yv9f', 'crocncl1jxrep9wsepfd09e24qmwq3gu6e85w23892yv9f', 'crocncl1jxrep9wsepfd09e24qmwq3gu6e85w23892yv9f', 'crocncl1jxrep9wsepfd09e24qmwq3gu6e85w23892yv9f', 'crocncl1jxrep9wsepfd09e24qmwq3gu6e85w23892yv9f', 'crocncl1jxrep9wsepfd09e24qmwq3gu6e85w23892yv9f', 'crocncl1jxrep9wsepfd09e24qmwq3gu6e85w23892yv9f', 'crocncl1jxrep9wsepfd09e24qmwq3gu6e85w23892yv9f', 'crocncl1jxrep9wsepfd09e24qmwq3gu6e85w23892yv9f', 'crocncl1jxrep9wsepfd09e24qmwq3gu6e85w23892yv9f', 'crocncl1jxrep9wsepfd09e24qmwq3gu6e85w23892yv9f', 'crocncl1jxrep9wsepfd09e24qmwq3gu6e85w23892yv9f', 'crocncl1jxrep9wsepfd09e24qmwq3gu6e85w23892yv9f', 'crocncl1jxrep9wsepfd09e24qmwq3gu6e85w23892yv9f', 'crocncl1jxrep9wsepfd09e24qmwq3gu6e85w23892yv9f', 'crocncl1jxrep9wsepfd09e24qmwq3gu6e85w23892yv9f', 'crocncl1jxrep9wsepfd09e24qmwq3gu6e85w23892yv9f', 'crocncl1jxrep9wsepfd09e24qmwq3gu6e85w23892yv9f', 'crocncl1jxrep9wsepfd09e24qmwq3gu6e85w23892yv9f', 'crocncl1jxrep9wsepfd09e24qmwq3gu6e85w23892yv9f', 'crocncl1jxrep9wsepfd09e24qmwq3gu6e85w23892yv9f', 'crocncl1jxrep9wsepfd09e24qmwq3gu6e85w23892yv9f', 'crocncl1jxrep9wsepfd09e24qmwq3gu6e85w23892yv9f', 'crocncl1jxrep9wsepfd09e24qmwq3gu6e85w23892yv9f', 'crocncl1jxrep9wsepfd09e24qmwq3gu6e85w23892yv9f', 'crocncl1jxrep9wsepfd09e24qmwq3gu6e85w23892yv9f', 'crocncl1jxrep9wsepfd09e24qmwq3gu6e85w23892yv9f']",-0.455815103,-0.344896667,0
Scrumptious,0.1,0.033333333,0.733333333,0,0,0.133333333,0.000331,"['crocncl1ggum4t06qpqlcfa0z2hrauftevqjf0h7tjvhtc', 'crocncl1ggum4t06qpqlcfa0z2hrauftevqjf0h7tjvhtc', 'crocncl1ggum4t06qpqlcfa0z2hrauftevqjf0h7tjvhtc', 'crocncl1ggum4t06qpqlcfa0z2hrauftevqjf0h7tjvhtc', 'crocncl1ggum4t06qpqlcfa0z2hrauftevqjf0h7tjvhtc', 'crocncl1ggum4t06qpqlcfa0z2hrauftevqjf0h7tjvhtc', 'crocncl1ggum4t06qpqlcfa0z2hrauftevqjf0h7tjvhtc', 'crocncl1ggum4t06qpqlcfa0z2hrauftevqjf0h7tjvhtc', 'crocncl1ggum4t06qpqlcfa0z2hrauftevqjf0h7tjvhtc', 'crocncl1ggum4t06qpqlcfa0z2hrauftevqjf0h7tjvhtc', 'crocncl1ggum4t06qpqlcfa0z2hrauftevqjf0h7tjvhtc', 'crocncl1ggum4t06qpqlcfa0z2hrauftevqjf0h7tjvhtc', 'crocncl1ggum4t06qpqlcfa0z2hrauftevqjf0h7tjvhtc', 'crocncl1ggum4t06qpqlcfa0z2hrauftevqjf0h7tjvhtc', 'crocncl1ggum4t06qpqlcfa0z2hrauftevqjf0h7tjvhtc', 'crocncl1ggum4t06qpqlcfa0z2hrauftevqjf0h7tjvhtc', 'crocncl1ggum4t06qpqlcfa0z2hrauftevqjf0h7tjvhtc', 'crocncl1ggum4t06qpqlcfa0z2hrauftevqjf0h7tjvhtc', 'crocncl1ggum4t06qpqlcfa0z2hrauftevqjf0h7tjvhtc', 'crocncl1ggum4t06qpqlcfa0z2hrauftevqjf0h7tjvhtc', 'crocncl1ggum4t06qpqlcfa0z2hrauftevqjf0h7tjvhtc', 'crocncl1ggum4t06qpqlcfa0z2hrauftevqjf0h7tjvhtc', 'crocncl1ggum4t06qpqlcfa0z2hrauftevqjf0h7tjvhtc', 'crocncl1ggum4t06qpqlcfa0z2hrauftevqjf0h7tjvhtc', 'crocncl1ggum4t06qpqlcfa0z2hrauftevqjf0h7tjvhtc', 'crocncl1ggum4t06qpqlcfa0z2hrauftevqjf0h7tjvhtc', 'crocncl1ggum4t06qpqlcfa0z2hrauftevqjf0h7tjvhtc', 'crocncl1ggum4t06qpqlcfa0z2hrauftevqjf0h7tjvhtc', 'crocncl1ggum4t06qpqlcfa0z2hrauftevqjf0h7tjvhtc', 'crocncl1ggum4t06qpqlcfa0z2hrauftevqjf0h7tjvhtc']",1.317882672,3.080444539,2
GalaxyStaking Neptune,0,0.054054054,0.486486486,0.135135135,0.027027027,0.297297297,0.000364,"['crocncl10leq9pzrgecla7kskar59zw04atft5ehwtkafz', 'crocncl10leq9pzrgecla7kskar59zw04atft5ehwtkafz', 'crocncl10leq9pzrgecla7kskar59zw04atft5ehwtkafz', 'crocncl10leq9pzrgecla7kskar59zw04atft5ehwtkafz', 'crocncl10leq9pzrgecla7kskar59zw04atft5ehwtkafz', 'crocncl10leq9pzrgecla7kskar59zw04atft5ehwtkafz', 'crocncl10leq9pzrgecla7kskar59zw04atft5ehwtkafz', 'crocncl10leq9pzrgecla7kskar59zw04atft5ehwtkafz', 'crocncl10leq9pzrgecla7kskar59zw04atft5ehwtkafz', 'crocncl10leq9pzrgecla7kskar59zw04atft5ehwtkafz', 'crocncl10leq9pzrgecla7kskar59zw04atft5ehwtkafz', 'crocncl10leq9pzrgecla7kskar59zw04atft5ehwtkafz', 'crocncl10leq9pzrgecla7kskar59zw04atft5ehwtkafz', 'crocncl10leq9pzrgecla7kskar59zw04atft5ehwtkafz', 'crocncl10leq9pzrgecla7kskar59zw04atft5ehwtkafz', 'crocncl10leq9pzrgecla7kskar59zw04atft5ehwtkafz', 'crocncl10leq9pzrgecla7kskar59zw04atft5ehwtkafz', 'crocncl10leq9pzrgecla7kskar59zw04atft5ehwtkafz', 'crocncl10leq9pzrgecla7kskar59zw04atft5ehwtkafz', 'crocncl10leq9pzrgecla7kskar59zw04atft5ehwtkafz', 'crocncl10leq9pzrgecla7kskar59zw04atft5ehwtkafz', 'crocncl10leq9pzrgecla7kskar59zw04atft5ehwtkafz', 'crocncl10leq9pzrgecla7kskar59zw04atft5ehwtkafz', 'crocncl10leq9pzrgecla7kskar59zw04atft5ehwtkafz', 'crocncl10leq9pzrgecla7kskar59zw04atft5ehwtkafz', 'crocncl10leq9pzrgecla7kskar59zw04atft5ehwtkafz', 'crocncl10leq9pzrgecla7kskar59zw04atft5ehwtkafz', 'crocncl10leq9pzrgecla7kskar59zw04atft5ehwtkafz', 'crocncl10leq9pzrgecla7kskar59zw04atft5ehwtkafz', 'crocncl10leq9pzrgecla7kskar59zw04atft5ehwtkafz', 'crocncl10leq9pzrgecla7kskar59zw04atft5ehwtkafz', 'crocncl10leq9pzrgecla7kskar59zw04atft5ehwtkafz', 'crocncl10leq9pzrgecla7kskar59zw04atft5ehwtkafz', 'crocncl10leq9pzrgecla7kskar59zw04atft5ehwtkafz', 'crocncl10leq9pzrgecla7kskar59zw04atft5ehwtkafz', 'crocncl10leq9pzrgecla7kskar59zw04atft5ehwtkafz', 'crocncl10leq9pzrgecla7kskar59zw04atft5ehwtkafz']",3.435486964,-0.970000563,1
